id,old_state,milestone,old_owner,first_pass_class,built_branch,branch_tip,verdict,target_module_or_reason,t5_note,headline
D-748,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-cpdf20 arm A3 anchor-drift re-anchoring; same anchor-drift-reader machinery over the old test battery, NOT PRODUCT.","`nc-cpdf20` arm A3: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23's anchor-drift read of the"
D-749,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-d490 arm nobodies anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`nc-d490` arm nobodies: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23's anchor-drift read of"
D-750,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-d492 arm overstrict anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`nc-d492` arm overstrict: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23's anchor-drift read "
D-751,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-mk1 four arms anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`nc-mk1` arms pubbundle, pubcited, pubcase, pubover: ANCHOR DRIFT on the batch30 union — match 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT"
D-752,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-rec82 arm carry anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`nc-rec82` arm carry: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23's anchor-drift read of t"
D-753,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"nc-rec93 two arms anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`nc-rec93` arms writer, edge: ANCHOR DRIFT on the batch30 union — match 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23's anchor-drift rea"
D-754,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"project-mint.control arm anchor-drift re-anchoring; also touches tools/mintid.mjs allowance file, both NOT PRODUCT.","`project-mint.control` arm accept-supplied-id: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT #23"
D-755,queued,M0,M0,machinery,,,drop,old test battery: anchor-drift/negative-control bookkeeping,"rec165-production-principal.control two arms anchor-drift re-anchoring; old test battery negative-control machinery, NOT PRODUCT.","`rec165-production-principal.control` arms drop-gate-extract, no-sight-extract: ANCHOR DRIFT on the batch30 union — match 2 each where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not co"
D-756,queued,M0,UI,machinery,,,drop,UI placeholder + old test battery anchor-drift,civicos-ui control arm anchor drift; UI is a placeholder (ruling 4) and this is old-battery negative-control bookkeeping.,"`civicos-ui content-extent.control` arm vocabdrift: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUC"
D-757,queued,M0,UI,machinery,,,drop,UI placeholder + old test battery anchor-drift,"civicos-ui queue-peritem control arm anchor drift; UI placeholder plus old-battery negative-control bookkeeping, NOT PRODUCT.","`civicos-ui queue-peritem.control` arm allornone: ANCHOR DRIFT on the batch30 union — matches 0 or 2 where the arm edits one site, so the arm does not break the subject it names and its NEGATIVE CONTROL is not controlling. Found by CONDUCT "
D-662,queued,M0,M0,machinery,,,drop,old test battery: duplicate anchor-drift control fix,"refusal-codes.control arm anchor drift, explicit duplicate of D-664; row itself asks nothing beyond old-battery bookkeeping.","`refusal-codes.control` ARM (r5): ANCHOR DRIFT — matches 0 and its arm() THROWS, so every later arm is unrun. Found by M0-197's anchor-drift reader. DUPLICATE OF D-664 (running, the same arm, minted by D-542's worker): this row closes with "
D-663,queued,M0,M0,unclear,,,drop,old test battery: anchor-drift reader tooling gap,"Four .control.mjs drivers unreadable to tools/anchordrift.mjs's reader; fix is in the reader and the old test battery, NOT PRODUCT.","FOUR CONTROL DRIVERS ARE UNREADABLE TO THE ANCHOR-DRIFT READER (fieldread, pipeline-readers, verdict-excluder, nc-rec116): their helpers run git and baseline side effects before any anchor table, so M0-197's dry-run tripwire names them UNRE"
D-678,queued,M0,M0,unclear,,,drop,old test battery: hard-coded control-arm literal,"walkfloor.control arm phantom hard-codes an expected count instead of deriving it; old-battery control-arm correction, NOT PRODUCT.","`walkfloor.control` ARM `phantom` IS NOT AS DECLARED ON UNTOUCHED MAIN (5e8a65a8): it hard-codes `5 of 6 attribution(s)`, and the corpus reads 3 at HEAD — so the arm's verdict depends on the corpus, not on the subject. Not an anchor drift. "
D-687,queued,M0,M0,unclear,,,drop,old test battery: control arm no longer reaches subject,"nc-cpdf10 arm (f) stopped exercising its break after D-627 (already integrated); fixes the old test control, not product.","`nc-cpdf10` ARM (f) IS A SURPRISE (fails 0) ON D-635's BASE TOO: since D-627, a page that loses `no_text_layer` is still routed by `image_content_unread`, so the arm's break no longer reaches its subject. Found by D-635's worker (minted on "
D-691,queued,M0,M0,machinery,,,drop,old test battery: false claim in test-header prose,"Corrects two old bio-plane/test header comments to cite M-183 instead of overclaiming; prose-only, no code change, old battery.","TWO TEST HEADERS CLAIM THE UNFLUSHED-EXIT LOSS ""CANNOT OCCUR AT ALL"" ON LINUX (bio-plane/test/stdio.mjs's THE MECHANISM section; tally-through-pipe.test.mjs's header), while M-183 measured it ON LINUX under parallel load (a node {stdio:""pip"
D-704,queued,M0,UI,machinery,,,drop,old UI test tooling: missing maxBuffer on spawns,"civicos-ui/check-mock-envelope.mjs is old UI test-runner plumbing (like run.mjs's D-387 fix); test tooling, not product or the placeholder UI itself.","`civicos-ui/check-mock-envelope.mjs` SPAWNS SUITES PIPED WITH NO `maxBuffer` (node's 1 MiB default), so a suite that overflows it is KILLED and its tally lost — D-387's reader-side class, left open as HALF 2 of CLAIMS.md's DELEGATION 2026-0"
D-699,queued,M0,M0,both,,,drop,old test battery: crashed measurement instrument (M-23),"bio-plane/test/content-index-probe.mjs is a measurement instrument with a stale synthetic schema; instrument/measurement bookkeeping, NOT PRODUCT.","THE M-23 INSTRUMENT `bio-plane/test/content-index-probe.mjs` CRASHES ""no such column: cited_as"": its synthetic content table lacks REC-121's cited_as, so the measurement it exists to repeat cannot run. Pre-existing (identical at D-635's bas"
D-714,queued,M0,M0,unclear,,,fold,content,"REC-204/D-672's rule (envelope text units follow sheet units, no seq reuse in textUnitsFor) is built on main; row only asks for a fixture exercising it.","NO FIXTURE HAS A WORKBOOK WITH AN ENVELOPE ITEM, so REC-204 x D-672's ordering (textUnitsFor's bodyLen now counts i2text.sheets, envelope units follow sheet units) is unexercised. Found at batch30's union (CONDUCT #22). — owner M0 (the suit"
D-715,queued,M0,M0,machinery,,,drop,old test battery: stale control preflight anchor,"reviewcopy-inband.control's preflight needle went stale since D-543 (integrated); re-anchoring an old-battery negative control, NOT PRODUCT.","`reviewcopy-inband.control`'s PREFLIGHT ANCHOR HAS BEEN STALE ON MAIN SINCE D-543: its `for (const c of cand)` needle no longer matches, so the control does not reach its subject. Found at batch30's union (CONDUCT #22). Related to D-656 (ar"
D-716,queued,M0,M0,unclear,,,drop,old test battery: unresolved load-dependent flakiness,"capturerequests.test fails only under parallel load; a research/diagnosis row with no named product cause yet, so no product behaviour shown to change.","`capturerequests.test` FAILED 2 ASSERTIONS UNDER LOAD in a parallel run and passes 139/0 alone — order- or load-dependent, the same shape as the earlier monitor-cadence report. ""Flake"" is not a root cause. Found at batch30's union (CONDUCT "
D-759,queued,M0,,machinery,,,drop,old test battery: assertion fix for a flaky test,"monitor-cadence.test.mjs row times a bucket re-read instead of asserting a refused admit; scope explicitly 'fix the suite, never retry it' — test-only.","`monitor-cadence.test.mjs`'s ROW ""the archive host's bucket is SPENT first"" FAILS UNDER BATTERY LOAD (66/1 in D-734's full gate; 67/0 alone): after the spend loop it re-reads the bucket across several async DO calls and asserts < 1 token, b"
D-711,queued,M0,M0,machinery,,,drop,old test battery: unmeasured-section reporting infrastructure,Adopts D-548's block()/needs() recorder in 65 suites so a thrown fixture names what went unmeasured; pure old-battery test-harness machinery.,"A THROWN FIXTURE IN 65 SUITES ENDS THE RUN UNNAMED: they wrap the whole module in one try/catch printing ""FAIL the suite threw"" with fail+1, so the sections after the throw are never run and never named (RED, not falsely green, but silent a"
D-705,queued,M0,M0,unclear,,,drop,old test battery: DEC-49 guard control machinery,"A .control.mjs-style guard (arm G) fails to catch a respelt closure code; the guard itself is old-battery negative-control tooling, NOT PRODUCT.","THE DEC-49 GUARD'S ARM G HOLDS NO CLOSURE'S SITE COUNT, and nothing fails a family row whose code no site mints any more: D-668's control arm A3 (TEXT_ATTEST_UNDATED respelt as TEXT_ATTEST_EXTENT) turned textchain 217/3 while the GUARD STAY"
D-727,queued,M0,M0,both,,,drop,old test-trust bookkeeping,"Test negative-control witness gap; old-plan test-trust bookkeeping, not product code.","TWO PRODUCERS' #queueSharedInquiry GUARDS HAVE NO WITNESS IN ANY SUITE: #findingsVersionFromAnotherTeam's cannot be witnessed by purge (op=purge deletes every inquiry_basis_versions row it reads — M0-139's arm 8b is GREEN), and #findingsCon"
D-730,queued,M0,M0,machinery,,,drop,old control-driver hygiene,"Control-driver pen hygiene (pensweep); old test-mechanics, not product.","38 CONTROL DRIVERS STILL KEEP AN UNDECLARED IN-WORKTREE PEN (pensweep IN-WORKTREE/DIRTY, pen-shaped path): 25 bio-plane (the case*/conclude-project/drive*/multicase/projection-noproject/rec170/reviewcopy .nc-* dirs, d125, d270, d277/declare"
REC-224,queued,M8,RECORD,unclear,,,carry,membership,Owner-leave/removal bug can strand a leaving owner or remove last committed owner; BOB #34 ruled fix.,"AN OWNER'S STANDING REQUEST TO LEAVE CAN BECOME ONE THAT CAN NEVER BE HONOURED: if two owners both hold `leaving`, the first honoured strands the other; and `projectOwnerRemove` (§7.10) can remove the last committed owner while the rest hol"
D-586,queued,M8,RECORD,product,,,carry,membership,AI credential mint records ops (governance/identity) no credential can perform; scope check missing session fence.,"AN `ai` CREDENTIAL'S SCOPE ACCEPTS OPS NO CREDENTIAL CAN EVER PERFORM: `aiReachesAsMember` admits any op whose classes include `member` with no machineClasses, which covers GOVERNANCE_ACTIONS (adminendorse, adminremove, membercaps) and IDEN"
D-613,queued,M10,RECORD,product,,,carry,publication,op=publishedbytes zip duplicate-path answers wrong HTTP status (413 not 409); status-by-code fix in serialiseContainer.,"`op=publishedbytes` WITH format=zip ANSWERS `DUPLICATE_PATH` AT HTTP 413: every `serialiseContainer` refusal is sent as 413, so a stranger is told a request is too large when it names a path twice. Found by D-561's worker (04:43Z). — owner "
REC-226,queued,M8,RECORD,unclear,,,carry,membership,projectinvite leaves an open join request stale instead of closing it granted; BOB #35 ruled.,"AN OWNER'S `projectinvite` OF A MEMBER WHOSE REQUEST TO JOIN IS OPEN LEAVES THE REQUEST OPEN, so the record holds a stale request the owner has in fact answered. BOB #35 RULED 04:30Z on REC-150's gap (a), CHANGING the provisional: the invit"
D-570,queued,M2,CAPTURE,unclear,,,carry,capture-sources,networkidle never fires on client-rendered sources; every render times out. BOB #34 ruled quiet-window fix.,"`networkidle` NEVER FIRES ON THE FOUNDING CLIENT-RENDERED SOURCE: on oaklandca.opengov.com it fired in 0 of 16 runs (60 s cap; load at 3.6-9.0 s), so every render of it ends on its timeout reading ""may be incomplete"" and burns its whole res"
D-593,queued,M2,FRAMEWORK,product,,,carry,capture,"CSV text at acquire uses lossy intake decode, not csv.mjs reader; loses dialect, breaks >8MiB files.","A `text/csv` BODY'S READING TEXT AT ACQUIRE IS THE INTAKE LOSSY-UTF-8 DECODE, NEVER csv.mjs's `text()`: an undetermined-encoding byte reaches the content-type reader as U+FFFD, the sheet's cells are not the reader's units, and a csv over 8 "
D-591,queued,M2,CONTENT-PDF,unclear,,,carry,pdf-reader,Tier 1 inflate refuses Flate streams with trailing bytes; pages read empty with no marker.,"Tier 1 inflate (pdfstructure.mjs, DecompressionStream ""deflate"") refuses a Flate stream with bytes after the zlib end (""Trailing junk""), and the page then reads 0 chars with NO page marker: CAFR-2002 has 163 of 199 pages read empty that are"
D-614,queued,M2,CONTENT-PDF,product,,,carry,extraction,"tier3Note wording overclaims on unreached refusal branch; currently unreachable, fix is defence in depth.","`tier3Note`'s THIRD CLAUSE SAYS REFUSED PAGES ""were dropped rather than allowed to overwrite text this document already had"", BUT `mergeTier3Text` REFUSES FOR THREE REASONS (no such page; not asked about; carries glyphs) AND ONLY THE THIRD "
D-321,blocked,M2,CONTENT-PDF,machinery,,,drop,"corpus/fixture gap, not product",Corpus lacks a real scanned agenda page; OCR join proved only on synthetic ink. Measurement/fixture row.,"NO REAL IMAGE-ONLY PAGE IN THE CORPUS CARRIES AGENDA-SHAPED TEXT, SO THE `reading_refs` JOIN OVER REAL OCR IS PROVED ONLY ON SYNTHETIC INK (`ocr-member-e2e.test.mjs`). — owner CONTENT-PDF."
D-622,queued,M2,CONTENT-PDF,product,,,carry,pdf-worker,No tier decodes JBIG2/JPX image-only pages; 14 held legislative pages unread by every tier.,"NO TIER READS A JBIG2 OR JPX IMAGE-ONLY PAGE: `pdf-worker/src/pagepixels.mjs` `decodeImage` has no JBIG2Decode or JPXDecode decoder, so tier 3 refuses them UNSUPPORTED_FILTER while tiers 1-2 read 0 glyphs (M-166). The instance now holds 10 "
D-669,queued,M0,CAPTURE,machinery,,,drop,"measurement re-take, not product","M-167's population can't be re-addressed for a re-measurement; pure measurement bookkeeping, not a product change.","M-167's POPULATION CANNOT BE RE-ADDRESSED: it committed only truncated file ids and the measuring pen is gone, so D-612's widening (fonts discounted) could not be re-measured and its moved count stands UNDETERMINED (predicted from M-167's r"
D-572,queued,M6,RECORD,unclear,,,carry,inquiry,Multi-question project run seeds no candidate for level-empty observations; BOB #34 ruled name-the-question fix.,"A MULTI-QUESTION PROJECT RUN HAS NO TARGET FOR A LEVEL-EMPTY CANDIDATE: after D-451 a project citing SEVERAL questions still seeds none, so its table-made candidates are refused SUGGEST_NO_TARGET. Found by D-451's worker. BOB #34 RULED (c) "
D-582,queued,M2,CAPTURE,product,,,carry,capture,"Render result codes treated as fetch-nothing; drain re-fetches a settled PDF every tick, wasting courtesy.","A RENDER RESULT CODE IS TREATED AS ""fetched nothing"": C-83.6 RENDER_NOT_A_PAGE and C-83.7 RENDER_FAILED are decided AFTER the shell was fetched (index.mjs `is-render-result`), yet the drain gives the host slot back and holds the row, so a P"
D-583,queued,M6,RECORD,machinery,,,carry,scheduler,Run waiting on a render request that expires is never woken; wake set omits 'expired'.,"A RUN WAITING ON A RENDER THAT EXPIRES IS NOT WOKEN: FL-4's `#aiRunWakeRuns` reads `captured` and `refused` only, so D-523's `expired` reaches the run's log and never wakes it. Found by D-523's worker (02:02Z). — owner RECORD (FL-4's wake)."
D-584,queued,M2,CAPTURE,product,,,carry,capture,CAPTURE_FETCH_FAILED code has no DEC-49 catalogued translation; member can see untranslated code.,"CAPTURE_FETCH_FAILED IS WRITTEN TO `capture_requests.code` AND CATALOGUED IN NO DEC-49 FAMILY, so D-523's render-deferred condition and op=capturerequests can show a member a code with no canned translation. Found by D-523's worker (02:02Z)"
D-581,queued,M2,CAPTURE,product,,,carry,capture,Plain capture requests past expiry still drained/fetched; condition walks over capture_requests are unbounded.,A PLAIN CAPTURE REQUEST PAST ITS `expires` IS STILL DRAINED AND FETCHED: the drain reads `expires` only for render rows (D-523); and `#conditionsRenderDeferred` and `#conditionsCaptureRequested` walk `capture_requests` unbounded while termi
D-603,queued,M2,CAPTURE,machinery,,,carry,subresources,Manifest stamps fetched_at on reused/skipped/refused subresources that were never actually fetched.,"EVERY SUBRESOURCE RECORD IN A CAPTURE MANIFEST CARRIES `fetched_at` FROM THE LOOP STEM, INCLUDING RECORDS NEVER FETCHED: a reused part (`fetched_this_capture: false`, whose real fetch instant is `reused_from_fetched_at`) and every policy-sk"
UI-113,queued,M10,UI,product,,,drop,UI is placeholder (Bob ruling 4),UI-only: bias_manifest and case_citations data already exist via existing ops; just not rendered.,"NO SURFACE RENDERS A PUBLISHED CASE'S FROZEN `bias_manifest` BLOCK AT ALL (0 hits in civicos-ui), so REC-219's pending-adoption statement reaches no page. Found by REC-219's worker (02:38Z). — owner UI."
UI-115,queued,M10,UI,unclear,,,drop,UI is placeholder (Bob ruling 4),UI-only: exported review copy omits an existing tie-statement field already in the interface.,"UI-69's EXPORTED REVIEW COPY OMITS D-573's TIE STATEMENT: the export prints ""Date … the copy's last change"" from the in-band quartet and carries no `last_change`, so a file that leaves the instance claims an order of two same-second acts th"
UI-116,queued,M7,UI,product,,,drop,UI is placeholder (Bob ruling 4),UI-only: plane half (REC-215) already built; only the action page needs to render it.,"NO SURFACE SHOWS A MACHINE'S RISK-TIER PROPOSAL BESIDE THE MEMBER'S TIER: REC-215 built the plane half (op=projection's action block carries risk_tier_proposals, labelled), and the action page shows only the member's tier and history (UI-10"
D-624,queued,M8,UI,unclear,,,drop,UI is placeholder (Bob ruling 4),UI-only: dialog still sends old shape; plane refusal and per-item project already exist (REC-205/D-623).,"THE SINGLE-ITEM DEFER/DISMISS DIALOG (`doProposalDispose` via `openProposalAct`) STILL SENDS `{key, to, reason}` FOR A PROJECT-SCOPED FINDING AND IS REFUSED NO_PROJECT_SCOPE: D-266's DELEGATION RECORD -> UI (2026-08-10), open since 2026-09-"
D-609,queued,M8,UI,product,,,drop,UI is placeholder (Bob ruling 4),UI-only: place-in-theme control missing from document/passage pages; existing ops themeread/themeplace suffice.,"A MEMBER CAN PLACE A DOCUMENT OR PASSAGE IN A THEME ONLY FROM THE THEME'S PAGE, BY TYPING ITS BUNDLE ID OR CONTENT ID: the document page and the passage row offer no ""place in a theme"" entry. Found by UI-76's worker (04:05Z). — owner UI."
REC-225,queued,M4,RECORD,unclear,,,carry,provenance,New member act declaring a document's origin system; idmatch must read it before the host,"NOTHING SETTLES A DOCUMENT'S ORIGIN SYSTEM WHEN ITS HOST SERVES MANY OFFICES: a multi-office host names no system, so M-157's 24 CIP matches read SYSTEM_UNDETERMINED through idmatch, and no member act can declare where a document came from."
UI-114,queued,M4,UI,unclear,,,drop,UI placeholder; op already carried by REC-225,,"NO SURFACE LETS A MEMBER DECLARE A DOCUMENT'S ORIGIN SYSTEM, OR SHOWS WHO DECLARED IT AND WHEN. The surface half of REC-225 (BOB #35 04:20Z). — owner UI."
D-604,queued,M9,,unclear,,,drop,"corpus-building/measurement, no product code change; PRESENT surface not yet designed",,"THE CONTRADICTION JUDGEMENT HAS NO GATE THAT DISCRIMINATES: M0-71's 26-pair synthetic corpus is scored perfectly by both model families (M-162: 0/17 false conflicts, recall 9/9), so it cannot rank judgements or speak to real documents. Foun"
D-592,queued,M4,RECORD,product,,,carry,inquiry,BOB #37 override from progressions: who reopened a finding is the inquiry's reopen act,"A REOPENED FINDING CANNOT SAY WHO REOPENED IT: `op=queue`'s `prior_disposition` names who DECIDED, and nothing publishes who REVISED the declared flow, so UI-109's item states that name is not on it. Found by UI-109's worker (02:57Z). — own"
UI-107,queued,M8,UI,unclear,,,drop,UI-only fix in civicos-ui/app.html; op already exists (D-534),,THE MUTE REPORT CANNOT OFFER A PER-CASE UNDO FOR A MUTED KIND THAT HOLDS NOTHING BACK TODAY: UI-97 draws no control there and states the named limit (member-respect SETS). The surface half of D-534. — owner UI.
D-580,queued,M4,RECORD,unclear,,,carry,capture,"Fix earliest-capture ordering to use held-time (registered/first_retrieved), not readings.at","`#captureForContent`'s ""earliest"" ORDERS TWO DIFFERENT CLOCKS IN ONE COLUMN: `register.registered` (the server's instant) and `readings.at` (a reading's OWN date from provenance bytes), so a capture held LATER of an older-dated document sor"
D-579,queued,M4,RECORD,product,,,carry,actions,Add extent_capture slot to action basis leg grammar so it pins a capture,"AN ACTION'S BASIS LEG NAMES ONLY A BUNDLE: `action_basis[]` records no capture, so a later capture changes what the leg resolves to. Found by REC-220's worker (item (b) of D-579; (a), the case edge, rides REC-219's `/4`; (c) is D-595). BOB "
D-595,queued,M6,RECORD,product,,,carry,ai-runs,op=suggest's suggestVersion must carry extent_capture on suggested legs,"A RUN'S SUGGESTED VERSION LEGS NAME ONLY A BUNDLE: `op=suggest`'s `suggestVersion` composes legs without `extent_capture`, so a suggestion does not say which capture the run read. Item (c) of D-579 (REC-220's worker). BOB #34 RULED 2026-09-"
REC-222,queued,M4,RECORD,product,,,carry,reevaluation,Push a reevaluation notice (newer_capture) when a held reference's version is affected,"A MEMBER HOLDING A REFERENCE IS NEVER TOLD A NEWER VERSION AFFECTS IT: `op=versionnotice` is a PULL read, and nothing is pushed. Bob's 00:40Z doctrine, rule 2 (item 3). — owner RECORD."
REC-223,queued,M4,RECORD,product,,,carry,reevaluation,Add ADOPT/KEEP member acts that close the version-notice reevaluation raises,"A MEMBER CANNOT ADOPT A NEWER VERSION OR RECORD KEEPING THE EARLIER ONE, so a notice can never close. Bob's 00:40Z doctrine, rule 3 (item 4). — owner RECORD."
UI-111,queued,M4,UI,unclear,,,drop,UI-only surface consuming REC-222/REC-223's already-carried ops,,"NO SURFACE TELLS A MEMBER A NEWER VERSION AFFECTS WHAT THEY REFERENCED, OR OFFERS ADOPT / KEEP. Bob's 00:40Z doctrine (item 5); construct 4.cross-version-ui. UI-96 draws the PULL notice where a citation shows; this row adds the pushed notic"
M0-142,queued,M0,M0,machinery,,,drop,"old test battery instrument (meaning-bounds.test.mjs), not carried forward",,"`meaning-bounds.test.mjs`'s BOUND_KEY HAS NO `max`: `/^(?:limit|cap|bound|page_size|[a-z_]*_limit)$/` (line 382), so a read bounded by a `max`/`*_max` key (bounded actionquotes) is counted BARE and correct work reads unbounded. Found by c18"
D-611,queued,M0,FLEET,unclear,,,carry,agent-worker,"Bound agent-worker segments on cumulative bytes re-serialised, not a turn count","THE AGENT-WORKER'S SEGMENT BOUND IS A TURN COUNT (120), BUT ITS CPU CEILING SCALES WITH BYTES RE-SERIALISED (about turns squared times bytes per turn): M-168 measured no memory wall (P99 flat at 95-123 MB from 400 to 1,400 turns) and CPU bi"
D-590,queued,M8,RECORD,product,,,drop,UI refusal-code translations; UI is worked on elsewhere (Bob ruling 4),"BOB #37 override: the canned translations live in the UI, not the plane","FIVE CODES A REAL-PLANE UI SUITE READS IN A PANE CARRY NO CANNED TRANSLATION: BAD_REQUIRED (intent-write #pg-pf), NO_JUSTIFICATION (#rel-pf), NO_KIND (#ent-pf), each one mint site; NOT_CONCERNED (#pg-th-pf) and NO_REASON (conclude-reading, "
D-599,queued,M8,RECORD,product,,,drop,UI refusal-code translation; UI is worked on elsewhere (Bob ruling 4),BOB #37 override: same class as D-641; the canned translations live in the UI,"`NOT_CONCLUDED` IS IN REACH (preauth-vocabulary's published-case mock) WITH NO CANNED TRANSLATION: `store.mjs`'s NOT_CONCLUDED site has no DEC-49 row, so a member can meet the plane's raw code. Found by M0-148's worker (F4, 03:40Z), once it"
REC-158,queued,M8,,unclear,,,carry,provenance,Provenance pair's bearer write stamps token:<class> instead of the member's name,THE PROVENANCE PAIR'S BEARER WRITE IS STAMPED `token:<class>` — NOBODY'S NAME — ON WHAT §4.10 CALLS A NAMED MEMBER'S … (whole text: the cut archive)
D-587,queued,M8,RECORD,product,,,carry,extraction,op=calibrate's measured_by is caller-supplied; needs server-stamped principal column,"`op=calibrate`'s `measured_by` IS A CALLER-SUPPLIED FREE STRING (""who or what ran the probe""), for bearers already and for sessions since REC-155, so the record can attribute a measurement to anyone. Found by REC-155's worker (02:37Z). — ow"
MK-5,queued,M3,RECORD,unclear,,,carry,inquiry,"An opinion case element must be refused as a basis leg, per MK-7's attribution act","AN OPINION IS NOT EVIDENCE — a case element with attribution, refused as a basis leg. — owner RECORD; surfaces are Program B's … (whole text: the cut archive)"
UI-71,queued,M8,,unclear,,,drop,UI-only directory/request surface consuming REC-149/REC-150's existing ops,,"DISCOVERABLE OR HIDDEN, 4 of 4: the directory; the request button and comment; the owner's queue of open requests with grant … (whole text: the cut archive)"
DIST-14,blocked,M2,DIST,unclear,,,carry,office-readers,CSV size bound (csv.mjs) unsettled; measurement may require correcting the bound in code,"THE CSV SIZE BOUND (20 MiB, reused from COFF-6) IS NOT SETTLED: node measured 254.5 MiB of heap at the bound against Cloudflare's documented 128 MiB isolate (their claim), and local workerd walked a 73.6 MB body without the production cap a"
D-416,queued,M4,FRAMEWORK,product,,,carry,text-chain,readingPositionInExtent must contain a cell reading inside a sheet-range extent,"A READING POSITION CANNOT FALL INSIDE A `sheet-range` EXTENT: `readingPositionInExtent` (`textchain.mjs`) returns false whenever the reading's arm and the extent's differ, so a cell reading never earns the connection its range should. The i"
D-246,queued,M2,CONTENT-PDF,unclear,,,carry,publication,published_shas must record pixels_sha256 as the cross-runtime verifying hash for renderings,"A RENDERING'S FILE HASH IS RUNTIME-DEPENDENT, AND DEC-41 ASKS FOR A HASH ANY COPY CAN CHECK. BOB #32's ruling of 2026-09-23 23:30Z (cite until folded): *BOTH, LABELLED: `published_shas` carries the PIXEL hash (`pixels_sha256`, identical acr"
D-594,queued,M0,M0,machinery,,,drop,"old test battery control-driver bookkeeping (delegations.control.mjs), not carried forward",,"`bio-plane/test/delegations.control.mjs` ARM A6 (~265) READS TODAY'S LOCAL DATE IN THE DRIVER AND COMPARES IT WITH THE DATE ITS CHILD `plancheck` READS FOR ITSELF (the cohort regex ~287), so the control fails on a correct tool across local "
D-600,queued,M0,M0,both,,,drop,"old test battery negative-control bookkeeping (nc-cap12.mjs), not carried forward",,"`bio-plane/test/nc-cap12.mjs` ARM `dropslides` NEVER ARMS (its patch matches 0 times, on origin/main too): its anchor `slides: sl ? slideExtents(sl) : null,` in `index.mjs` now reads `slides: sl || deckLen ? slideExtents(sl || []) : null,`,"
